user_name,date,text,clean_text,sentiment,sentiment_score
Da♉,2021-01-23 02:30:36,"Shout out to all you simpz who still believe it's just a conspiracy 
#COVID19 #CovidVaccine #COVIDVaccination… https://t.co/eTJHmO7F4m",shout out to all you simpz who still believe it s just a conspiracy covid19 covidvaccine covidvaccination https t co etjhmo7f4m,1 star,1
UCI Health,2021-02-25 17:01:17,"As the US – and the world – embarks on the biggest #vaccination effort in history, pharmacists across the country a… https://t.co/Eha3oMoVGC",as the us and the world embarks on the biggest vaccination effort in history pharmacists across the country a https t co eha3omovgc,5 stars,5
Matthew Schaefer,2022-04-15 07:50:54,"A Warning From #Shanghai: Is #California trying to silence doctors who question #COVID19 policies? {#AB2098 '#misinformation' '#disinformation' #CovidVaccine #naturalimmunity}
https://t.co/p5h6yAt6lN",a warning from shanghai is california trying to silence doctors who question covid19 policies ab2098 misinformation disinformation covidvaccine naturalimmunity https t co p5h6yat6ln,1 star,1
eCommerce Consultants,2021-07-29 13:03:14,"In Covide days, its really exiting to meet someone in person.

#DigitalTransformation
#DigitalMarketing
#socialmediamarketing
#100daysofcode
#JobSearch
#Economy
#quoteoftheday
#markets
#market
#StockMarket
#healthcare
#shopping
#WearAMask
#DeltaVariant
#ecommerce
#CovidVaccine",in covide days its really exiting to meet someone in person digitaltransformation digitalmarketing socialmediamarketing 100daysofcode jobsearch economy quoteoftheday markets market stockmarket healthcare shopping wearamask deltavariant ecommerce covidvaccine,1 star,1
Fourth Television,2021-03-12 12:27:42,"I hope everyone remembers when they are getting the #CovidVaccine, that if I wasn't President, you wouldn't be gett… https://t.co/Lc87lvZYiY",i hope everyone remembers when they are getting the covidvaccine that if i wasn t president you wouldn t be gett https t co lc87lvzyiy,3 stars,3
ANI Multimedia,2021-12-27 11:03:10,"Himachal Pradesh will lead nation in vaccine coverage for 15 to 18-year-olds: PM Modi
#NarendraModi #HimachalPradesh #COVIDVaccine #COVID19 #Mandi
Watch Video: https://t.co/y8wro2zJyJ https://t.co/QyT5WfXHKB",himachal pradesh will lead nation in vaccine coverage for 15 to 18 year olds pm modi narendramodi himachalpradesh covidvaccine covid19 mandi watch video https t co y8wro2zjyj https t co qyt5wfxhkb,5 stars,5
A Balancing Bipolar,2020-11-05 05:14:01,"Welcome to police-state Philippines. Where #CovidVaccine, once available, will be stored in military camps w/ a ret… https://t.co/dayMEuXxSR",welcome to police state philippines where covidvaccine once available will be stored in military camps w a ret https t co daymeuxxsr,5 stars,5
SAI,2021-02-04 06:02:36,Fuck bat soup 🍲. I cant get over it. I dont know how having COVID19  Feels like but COVID vaccine hurts...… https://t.co/5ZjUGf9IQE,fuck bat soup i cant get over it i dont know how having covid19 feels like but covid vaccine hurts https t co 5zjugf9iqe,1 star,1
Kara Karlson,2021-07-28 01:52:52,"Important thread on why *full* vaccination with the #CovidVaccine is not only very important, but also superior to natural infection (including not running risk of everything from getting sick to #LongCovid to death), a 🧵. And feel free to ask me questions! https://t.co/RLBdClJwbq",important thread on why full vaccination with the covidvaccine is not only very important but also superior to natural infection including not running risk of everything from getting sick to longcovid to death a and feel free to ask me questions https t co rlbdcljwbq,5 stars,5
Jen Crichton,2021-04-21 23:34:04,"It’s really awesome now having patients in clinic in their 50’s proudly telling me they got their #AstraZeneca #CovidVaccine 

Let’s. Go!

@OttawaHealth 
@KwadCast",it s really awesome now having patients in clinic in their 50 s proudly telling me they got their astrazeneca covidvaccine let s go ottawahealth kwadcast,5 stars,5
Mistyyy J,2020-08-31 06:55:00,"After the closure of registration and as a result, the Abu Dhabi National Exhibition Center, and the centers runnin… https://t.co/RcUj9QjKrp",after the closure of registration and as a result the abu dhabi national exhibition center and the centers runnin https t co rcuj9qjkrp,1 star,1
Les Faber 🦅,2021-07-01 04:07:09,"🦠 goes big as the second quarter closes…

#COVID19 #coronavirus #COVID #COVIDVaccination #CovidVaccine https://t.co/HT34fZH5TZ",goes big as the second quarter closes covid19 coronavirus covid covidvaccination covidvaccine https t co ht34fzh5tz,2 stars,2
Godlak 🐽,2021-02-01 23:11:31,"Glitch in the matrix
(second screen from The Guardian)
#COVID19 #vaccination #CovidVaccine https://t.co/CxoudA4s4j",glitch in the matrix second screen from the guardian covid19 vaccination covidvaccine https t co cxouda4s4j,1 star,1
Dr. Rachel Roper,2021-12-22 15:59:31,"You can have COVID and test negative by PCR. If there's a point mutation where either of the PCR primers bind, it will be negative. No test is perfect. If you test positive by any test, you should treat yourself as infected. #CovidVaccine #COVID #Covid_19 #coronavirus #Corona",you can have covid and test negative by pcr if there s a point mutation where either of the pcr primers bind it will be negative no test is perfect if you test positive by any test you should treat yourself as infected covidvaccine covid covid 19 coronavirus corona,1 star,1
Biden's Open Borders Are Killing Americans #COVID,2021-12-14 04:06:57,@L2PNana @RinoRooter @Deefrancesjones @jhawkcat I have a pregnant relative and her OB MD group pressures her every visit to get the #CovidVaccine and also the flu vaccine and then soon they will pressure her to get the pertussis vaccine (27 - 36 weeks). The MDs are also pressuring her husband. Every appointment!,l2pnana rinorooter deefrancesjones jhawkcat i have a pregnant relative and her ob md group pressures her every visit to get the covidvaccine and also the flu vaccine and then soon they will pressure her to get the pertussis vaccine 27 36 weeks the mds are also pressuring her husband every appointment,1 star,1
WECAN 💚🌱🌏 #VoteOutTheCoalition,2021-10-16 23:06:07,"NEWS: COVID vaccine bookings surge in the NT, but government mandate still faces some resistance https://t.co/q55P33jkjq #CovidVaccine",news covid vaccine bookings surge in the nt but government mandate still faces some resistance https t co q55p33jkjq covidvaccine,3 stars,3
Mosh - A - Ruff Zaidi,2021-01-21 05:19:46,Finally @DRA_Pakistan @sarmadadc admitting that they will depend on India for #CovidVaccine R u listening h*r*mkh*r… https://t.co/FmDDMk7KJZ,finally dra pakistan sarmadadc admitting that they will depend on india for covidvaccine r u listening h r mkh r https t co fmddmk7kjz,1 star,1
Kryogeshrajput,2021-04-22 06:10:43,"@Ach_Balkrishna @yogrishiramdev I have placed an order through the ""order me"" App with order number ""478037"".Till now I have no clarity regarding the dispatch while my order is confirmed. #coronilkit #covid19 #CovidVaccine #PatanjaliCoronil #PatanjaliProducts",ach balkrishna yogrishiramdev i have placed an order through the order me app with order number 478037 till now i have no clarity regarding the dispatch while my order is confirmed coronilkit covid19 covidvaccine patanjalicoronil patanjaliproducts,1 star,1
Avni Raja,2021-02-27 13:51:45,BREAKING: Cost of covid vaccine at private hospitals will be Rs 250 per dose. Vaccine price capped at Rs 250 per do… https://t.co/HW0ZZplw2V,breaking cost of covid vaccine at private hospitals will be rs 250 per dose vaccine price capped at rs 250 per do https t co hw0zzplw2v,1 star,1
Imogen Brown,2021-07-30 07:46:31,Guess who got the jab! #CovidVaccine https://t.co/J0Qhgq2DK6,guess who got the jab covidvaccine https t co j0qhgq2dk6,1 star,1
Officially Kazeem but I prefer قاسم‎ ByQ,2021-11-17 11:36:15,Here for my #CovidVaccine and These guys are saying I must drop something. Wat is wrong with us in this country? Like wat???? Is wrong with us????,here for my covidvaccine and these guys are saying i must drop something wat is wrong with us in this country like wat is wrong with us,1 star,1
Narendr24,2020-09-12 18:51:00,"Resumed Resumed Resumed!
#vaccine #CovidVaccine #TRIAL Keep #CALM,be #honest &amp; I #Pray with folded #hand to #God fo… https://t.co/AUFoIA9NAB",resumed resumed resumed vaccine covidvaccine trial keep calm be honest amp i pray with folded hand to god fo https t co aufoia9nab,1 star,1
Danny Thompson,2021-02-03 02:34:56,#LIVE: SnowmaggedonPtIII @latenightparent. 🎥 Subscribe at Happs: https://t.co/74UzwemHB5 #LIVE #livestreaming… https://t.co/Oc5D3SGlth,live snowmaggedonptiii latenightparent subscribe at happs https t co 74uzwemhb5 live livestreaming https t co oc5d3sglth,5 stars,5
Greg Brian,2021-01-26 06:08:59,That's almost biblical. If only we had a document to predict where this goes. #COVIDVaccine #Israel… https://t.co/2TBWvwA1VH,that s almost biblical if only we had a document to predict where this goes covidvaccine israel https t co 2tbwvwa1vh,3 stars,3
William,2020-11-18 19:40:34,Sad sycophants. Don't they realize that with every day the #CovidVaccine is delayed because of the delay in transit… https://t.co/tBOQ9wHdkx,sad sycophants don t they realize that with every day the covidvaccine is delayed because of the delay in transit https t co tboq9whdkx,1 star,1
COVID News,2021-07-16 17:59:41,"Get Vaccinated and Stay Safe. 

To Know more visit us @  or Contact us – +91–40–24039012 / 13 / 14 / 15 / 16

#saisanjeevinihospital #Kothapet #hospitaljobs #covid #covidcare #Covidprecaution #CovidVaccine #covidvaccinecare #COVID19 #coronavirusmemes https://t.co/2MykFNq6p9",get vaccinated and stay safe to know more visit us or contact us 91 40 24039012 13 14 15 16 saisanjeevinihospital kothapet hospitaljobs covid covidcare covidprecaution covidvaccine covidvaccinecare covid19 coronavirusmemes https t co 2mykfnq6p9,5 stars,5
Lambert,2021-01-28 10:40:22,"According to @canardenchaine, it seems that the #UE wants to control vaccine exports because they suspect that… https://t.co/IznZUc6lsn",according to canardenchaine it seems that the ue wants to control vaccine exports because they suspect that https t co iznzuc6lsn,3 stars,3
Physician's Weekly,2021-07-29 00:02:00,"!!! TOMORROW AT 1:00PM EST !!!

Join us &amp; @dr_shaps for a #PWChat in which we aim to empower #physicians to discuss #vaccination with #patients!
-Share your thoughts/experiences/questions &amp; learn from others'

#VaccinesWork #ThisIsOurShot #CovidVaccine #vaccines #vaccination https://t.co/sY8zrSCONI",tomorrow at 1 00pm est join us amp dr shaps for a pwchat in which we aim to empower physicians to discuss vaccination with patients share your thoughts experiences questions amp learn from others vaccineswork thisisourshot covidvaccine vaccines vaccination https t co sy8zrsconi,5 stars,5
Insights @ VUMC,2021-01-29 12:44:00,"“What they’ve presented out of Norway appears to be consistent with normal life, and not with vaccine-induced issue… https://t.co/wyOnDxeiBM",what they ve presented out of norway appears to be consistent with normal life and not with vaccine induced issue https t co wyondxeibm,3 stars,3
Ayesha,2021-03-24 11:05:44,London’s oldest mosque “Fazal Mosque” becomes vaccination centre. It shows how much the whole of our community is s… https://t.co/QClQyc50I5,london s oldest mosque fazal mosque becomes vaccination centre it shows how much the whole of our community is s https t co qclqyc50i5,5 stars,5
Center for Health Journalism,2021-09-07 16:01:52,"@ACLU_CalAction In our next webinar, experts will address the latest understanding of COVID-19 immunity, what role booster shots might play, and how journalists can responsibly report this complex and fast-moving story. https://t.co/2TgRaun115 #CovidVaccine",aclu calaction in our next webinar experts will address the latest understanding of covid 19 immunity what role booster shots might play and how journalists can responsibly report this complex and fast moving story https t co 2tgraun115 covidvaccine,5 stars,5
BEST Lab,2021-02-03 19:36:16,Got my #covidvaccine Thanks #usahealth ⁦@nursegimpy⁩ https://t.co/ldQC6QN3KH,got my covidvaccine thanks usahealth nursegimpy https t co ldqc6qn3kh,5 stars,5
Sujit Mohan,2021-01-28 05:54:52,"My mom took vaccine at BKC centre, #Mumbai. Very well organised, meticulously planned effort by @bmc. India has ple… https://t.co/OwCE9DLZAq",my mom took vaccine at bkc centre mumbai very well organised meticulously planned effort by bmc india has ple https t co owce9dlzaq,5 stars,5
pdjmoo,2022-02-22 00:47:01,"🚫 The Great Vaccine Robbery.
Putting #BigPharma in charge of global #COVIDvaccine rollout was a big mistake.
🔺#Covid has made it clear: the likes of #Pfizer, in thrall to shareholders, only really care about their huge profits.
#capitalism #healthcare 
https://t.co/Lemdj1WBtD",the great vaccine robbery putting bigpharma in charge of global covidvaccine rollout was a big mistake covid has made it clear the likes of pfizer in thrall to shareholders only really care about their huge profits capitalism healthcare https t co lemdj1wbtd,1 star,1
